ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
0	"ENSG00000145808.9_2"	"ADAMTS19"	chr5	+	128861976	128862208	128861976	128862149	128863440	128863524
1	"ENSG00000144134.18_2"	"RABL2A"	chr2	+	114398929	114399057	114398929	114399027	114399357	114399441
2	"ENSG00000221838.9_2"	"AP4M1"	chr7	+	99699502	99699612	99699502	99699591	99700297	99700404
3	"ENSG00000221838.9_2"	"AP4M1"	chr7	+	99699502	99700016	99699502	99699591	99700297	99700404
4	"ENSG00000221838.9_2"	"AP4M1"	chr7	+	99699502	99700016	99699502	99699612	99700297	99700404
5	"ENSG00000221838.9_2"	"AP4M1"	chr7	+	99699502	99699612	99699502	99699591	99701031	99701142
6	"ENSG00000221838.9_2"	"AP4M1"	chr7	+	99700297	99700404	99700297	99700369	99701031	99701142
7	"ENSG00000163534.14_2"	"FCRL1"	chr1	-	157767470	157767610	157767548	157767610	157766890	157766922
8	"ENSG00000186522.14_3"	"SEPT10"	chr2	-	110350623	110350696	110350627	110350696	110323339	110323436
9	"ENSG00000186522.14_3"	"SEPT10"	chr2	-	110350623	110350696	110350627	110350696	110325391	110325553
10	"ENSG00000172888.11_2"	"ZNF621"	chr3	+	40566368	40566765	40566368	40566529	40567269	40567355
11	"ENSG00000106346.11_2"	"USP42"	chr7	+	6178722	6179826	6178722	6178825	6180544	6180615
12	"ENSG00000106346.11_2"	"USP42"	chr7	+	6178722	6179826	6178722	6178825	6182562	6182645
13	"ENSG00000205593.11_3"	"DENND6B"	chr22	-	50752242	50752701	50752635	50752701	50752063	50752153
14	"ENSG00000205593.11_3"	"DENND6B"	chr22	-	50754453	50754904	50754798	50754904	50754142	50754198
15	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098231	73098096	73098134	73100965	73101061
16	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098253	73098096	73098134	73100965	73101061
17	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098134	73100965	73101061
18	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098253	73098096	73098231	73100965	73101061
19	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098231	73100965	73101061
20	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098253	73100965	73101061
21	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098231	73098096	73098134	73105245	73105342
22	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098134	73105245	73105342
23	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098231	73105245	73105342
24	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098231	73098096	73098134	73106925	73106976
25	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098134	73106925	73106976
26	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098231	73106925	73106976
27	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73106925	73107744	73106925	73106976	73107953	73107999
28	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73106925	73107744	73106925	73106976	73108321	73108380
29	"ENSG00000071462.11_3"	"WBSCR22"	chr7	+	73106925	73107744	73106925	73106976	73111934	73112024

